stage,stage_index,global_step,episode,n_agents,width,height,n_targets,n_obstacles,pheromone_enabled,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,exploration_coverage,pheromone_usage,pheromone_deposit_events,episode_length,first_pickup_step,first_delivery_step,pickup_to_delivery_latency,swarm_efficiency
stage1a_single_agent_tiny,1,120,1,1,100,100,2,0,True,-14.834084510803223,0.0,0.0,0.0,0.44,0.482593301559488,61,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,240,2,1,100,100,2,0,True,-14.405271530151367,1.0,1.0,0.0,0.32,0.5150904750994717,46,120,1,-1,-1,0.0
stage1a_single_agent_tiny,1,360,3,1,100,100,2,0,True,2.8517372608184814,2.0,2.0,0.0,0.48,0.4449156624400833,70,120,46,-1,-1,0.0
stage1a_single_agent_tiny,1,480,4,1,100,100,2,0,True,3.3036117553710938,2.0,2.0,0.0,0.36,0.4070433450397104,57,120,83,-1,-1,0.0
stage1a_single_agent_tiny,1,600,5,1,100,100,2,0,True,-22.440168380737305,0.0,0.0,0.0,0.28,0.6448329732598116,65,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,720,6,1,100,100,2,0,True,-9.949127197265625,1.0,1.0,0.0,0.28,0.5856966340603927,78,120,55,-1,-1,0.0
stage1a_single_agent_tiny,1,840,7,1,100,100,2,0,True,10.506020545959473,2.0,2.0,0.0,0.4,0.3622421058253773,49,120,76,-1,-1,0.0
stage1a_single_agent_tiny,1,960,8,1,100,100,2,0,True,15.695995330810547,3.0,3.0,0.0,0.4,0.3523821300632941,59,120,13,-1,-1,0.0
stage1a_single_agent_tiny,1,1080,9,1,100,100,2,0,True,-7.83933687210083,2.0,2.0,0.0,0.4,0.48833195883198643,60,120,60,-1,-1,0.0
stage1a_single_agent_tiny,1,1200,10,1,100,100,2,0,True,-17.984983444213867,0.0,0.0,0.0,0.36,0.5330428994726389,61,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,1320,11,1,100,100,2,0,True,9.546331405639648,3.0,3.0,0.0,0.24,0.4800864179579852,59,120,7,-1,-1,0.0
stage1a_single_agent_tiny,1,1440,12,1,100,100,2,0,True,-9.944621086120605,1.0,1.0,0.0,0.44,0.5612882607306043,74,120,101,-1,-1,0.0
stage1a_single_agent_tiny,1,1560,13,1,100,100,2,0,True,15.67617416381836,1.0,1.0,1.0,0.4,0.4334256086323876,64,120,54,54,0,0.008333333333333333
stage1a_single_agent_tiny,1,1680,14,1,100,100,2,0,True,-14.349788665771484,1.0,1.0,0.0,0.36,0.5049816095968709,84,120,11,-1,-1,0.0
stage1a_single_agent_tiny,1,1800,15,1,100,100,2,0,True,-1.9714767932891846,1.0,1.0,0.0,0.28,0.6000151665570835,57,120,84,-1,-1,0.0
stage1a_single_agent_tiny,1,1920,16,1,100,100,2,0,True,-6.817860126495361,1.0,1.0,0.0,0.44,0.42377130421227777,46,120,91,-1,-1,0.0
stage1a_single_agent_tiny,1,2040,17,1,100,100,2,0,True,-9.033723831176758,0.0,0.0,0.0,0.28,0.4816390914958902,65,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,2160,18,1,100,100,2,0,True,-0.6956853270530701,1.0,1.0,0.0,0.4,0.4798271497983175,65,120,115,-1,-1,0.0
stage1a_single_agent_tiny,1,2280,19,1,100,100,2,0,True,7.992836952209473,3.0,3.0,0.0,0.4,0.4983173504471779,52,120,39,-1,-1,0.0
stage1a_single_agent_tiny,1,2400,20,1,100,100,2,0,True,-3.5721383094787598,1.0,1.0,0.0,0.36,0.5814618418614069,62,120,41,-1,-1,0.0
stage1a_single_agent_tiny,1,2520,21,1,100,100,2,0,True,-3.7306249141693115,1.0,1.0,0.0,0.24,0.533079492309965,59,120,18,-1,-1,0.0
stage1a_single_agent_tiny,1,2640,22,1,100,100,2,0,True,-1.6636309623718262,2.0,2.0,0.0,0.44,0.5530530799393697,68,120,21,-1,-1,0.0
stage1a_single_agent_tiny,1,2760,23,1,100,100,2,0,True,-2.695974349975586,3.0,3.0,0.0,0.4,0.46479130641479666,58,120,36,-1,-1,0.0
stage1a_single_agent_tiny,1,2880,24,1,100,100,2,0,True,18.675081253051758,1.0,1.0,1.0,0.4,0.4972849402411763,75,120,10,10,0,0.008333333333333333
stage1a_single_agent_tiny,1,3000,25,1,100,100,2,0,True,16.84974479675293,3.0,3.0,0.0,0.4,0.45779732352821156,74,120,30,-1,-1,0.0
stage1a_single_agent_tiny,1,3120,26,1,100,100,2,0,True,1.5814597606658936,2.0,2.0,0.0,0.36,0.5287411772636309,72,120,47,-1,-1,0.0
stage1a_single_agent_tiny,1,3240,27,1,100,100,2,0,True,-19.22712516784668,0.0,0.0,0.0,0.36,0.46317329634330234,67,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,3360,28,1,100,100,2,0,True,4.499636173248291,2.0,2.0,0.0,0.44,0.4431264041457325,65,120,68,-1,-1,0.0
stage1a_single_agent_tiny,1,3480,29,1,100,100,2,0,True,-7.768999099731445,1.0,1.0,0.0,0.44,0.4559557874163147,64,120,44,-1,-1,0.0
stage1a_single_agent_tiny,1,3600,30,1,100,100,2,0,True,13.066143035888672,4.0,4.0,0.0,0.28,0.519956751378777,66,120,21,-1,-1,0.0
stage1a_single_agent_tiny,1,3720,31,1,100,100,2,0,True,-7.506359100341797,2.0,2.0,0.0,0.24,0.5802024892065674,68,120,50,-1,-1,0.0
stage1a_single_agent_tiny,1,3840,32,1,100,100,2,0,True,-11.803772926330566,0.0,0.0,0.0,0.32,0.5101102693937719,64,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,3960,33,1,100,100,2,0,True,13.794296264648438,3.0,3.0,0.0,0.48,0.36989878297317774,57,120,12,-1,-1,0.0
stage1a_single_agent_tiny,1,4080,34,1,100,100,2,0,True,7.196822643280029,2.0,2.0,0.0,0.4,0.4859912468993571,62,120,3,-1,-1,0.0
stage1a_single_agent_tiny,1,4200,35,1,100,100,2,0,True,1.4135254621505737,2.0,2.0,0.0,0.4,0.4136590851820074,63,120,101,-1,-1,0.0
stage1a_single_agent_tiny,1,4320,36,1,100,100,2,0,True,-6.677114486694336,1.0,1.0,0.0,0.44,0.4184320036447995,74,120,12,-1,-1,0.0
stage1a_single_agent_tiny,1,4440,37,1,100,100,2,0,True,-25.279470443725586,0.0,0.0,0.0,0.2,0.6424716107857724,64,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,4560,38,1,100,100,2,0,True,-0.22738754749298096,2.0,2.0,0.0,0.32,0.4799875809384199,62,120,66,-1,-1,0.0
stage1a_single_agent_tiny,1,4680,39,1,100,100,2,0,True,20.4731388092041,4.0,4.0,0.0,0.44,0.48116065005694203,72,120,5,-1,-1,0.0
stage1a_single_agent_tiny,1,4800,40,1,100,100,2,0,True,-3.5676114559173584,2.0,2.0,0.0,0.28,0.5945329822832719,60,120,8,-1,-1,0.0
stage1a_single_agent_tiny,1,4920,41,1,100,100,2,0,True,59.36605453491211,6.0,6.0,1.0,0.52,0.3670477357149745,47,120,32,32,0,0.008333333333333333
stage1a_single_agent_tiny,1,5040,42,1,100,100,2,0,True,11.185484886169434,4.0,4.0,0.0,0.36,0.36743976975558323,37,120,19,-1,-1,0.0
stage1a_single_agent_tiny,1,5160,43,1,100,100,2,0,True,42.38034439086914,3.0,3.0,1.0,0.4,0.47765743906105246,52,120,62,93,31,0.008333333333333333
stage1a_single_agent_tiny,1,5280,44,1,100,100,2,0,True,-3.6663880348205566,1.0,1.0,0.0,0.4,0.5143908188872349,57,120,43,-1,-1,0.0
stage1a_single_agent_tiny,1,5400,45,1,100,100,2,0,True,32.68177032470703,2.0,2.0,1.0,0.44,0.4182714620954357,68,120,33,33,0,0.008333333333333333
stage1a_single_agent_tiny,1,5520,46,1,100,100,2,0,True,-12.046319961547852,0.0,0.0,0.0,0.36,0.5373156222611821,64,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,5640,47,1,100,100,2,0,True,-5.201613426208496,1.0,1.0,0.0,0.32,0.5217473133016028,55,120,104,-1,-1,0.0
stage1a_single_agent_tiny,1,5760,48,1,100,100,2,0,True,6.817285060882568,1.0,1.0,1.0,0.36,0.47115620333643166,50,120,113,113,0,0.008333333333333333
