stage,stage_index,global_step,episode,n_agents,width,height,n_targets,n_obstacles,pheromone_enabled,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,exploration_coverage,pheromone_usage,pheromone_deposit_events,episode_length,first_pickup_step,first_delivery_step,pickup_to_delivery_latency,swarm_efficiency
stage1a_single_agent_tiny,1,120,1,1,100,100,2,0,False,-14.93025016784668,0.0,0.0,0.0,0.44,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,240,2,1,100,100,2,0,False,-13.178007125854492,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,360,3,1,100,100,2,0,False,-16.032760620117188,0.0,0.0,0.0,0.36,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,480,4,1,100,100,2,0,False,-11.790162086486816,0.0,0.0,0.0,0.44,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,600,5,1,100,100,2,0,False,-19.20696258544922,0.0,0.0,0.0,0.28,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,720,6,1,100,100,2,0,False,-11.846490859985352,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,840,7,1,100,100,2,0,False,-6.510530471801758,1.0,1.0,0.0,0.4,0.0,0,120,9,-1,-1,0.0
stage1a_single_agent_tiny,1,960,8,1,100,100,2,0,False,-19.14972496032715,0.0,0.0,0.0,0.44,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,1080,9,1,100,100,2,0,False,-11.94062328338623,0.0,0.0,0.0,0.4,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,1200,10,1,100,100,2,0,False,33.21807098388672,2.0,2.0,1.0,0.52,0.0,0,120,11,28,17,0.008333333333333333
stage1a_single_agent_tiny,1,1320,11,1,100,100,2,0,False,-12.777388572692871,1.0,1.0,0.0,0.36,0.0,0,120,97,-1,-1,0.0
stage1a_single_agent_tiny,1,1440,12,1,100,100,2,0,False,5.773017406463623,2.0,2.0,0.0,0.48,0.0,0,120,3,-1,-1,0.0
stage1a_single_agent_tiny,1,1560,13,1,100,100,2,0,False,-20.694578170776367,0.0,0.0,0.0,0.56,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,1680,14,1,100,100,2,0,False,-7.170862197875977,0.0,0.0,0.0,0.36,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,1800,15,1,100,100,2,0,False,27.99217414855957,2.0,2.0,1.0,0.28,0.0,0,120,64,64,0,0.008333333333333333
stage1a_single_agent_tiny,1,1920,16,1,100,100,2,0,False,-14.636734008789062,0.0,0.0,0.0,0.44,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,2040,17,1,100,100,2,0,False,3.5752859115600586,1.0,1.0,0.0,0.44,0.0,0,120,2,-1,-1,0.0
stage1a_single_agent_tiny,1,2160,18,1,100,100,2,0,False,-10.079873085021973,0.0,0.0,0.0,0.24,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,2280,19,1,100,100,2,0,False,3.2108874320983887,3.0,3.0,0.0,0.36,0.0,0,120,67,-1,-1,0.0
stage1a_single_agent_tiny,1,2400,20,1,100,100,2,0,False,30.031606674194336,2.0,2.0,1.0,0.44,0.0,0,120,33,83,50,0.008333333333333333
stage1a_single_agent_tiny,1,2520,21,1,100,100,2,0,False,-8.948517799377441,0.0,0.0,0.0,0.4,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,2640,22,1,100,100,2,0,False,-13.451534271240234,0.0,0.0,0.0,0.4,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,2760,23,1,100,100,2,0,False,-18.66071128845215,1.0,1.0,0.0,0.4,0.0,0,120,3,-1,-1,0.0
stage1a_single_agent_tiny,1,2880,24,1,100,100,2,0,False,-25.35428810119629,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,3000,25,1,100,100,2,0,False,-11.696757316589355,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,3120,26,1,100,100,2,0,False,-5.786684989929199,2.0,2.0,0.0,0.52,0.0,0,120,3,-1,-1,0.0
stage1a_single_agent_tiny,1,3240,27,1,100,100,2,0,False,-23.46225929260254,0.0,0.0,0.0,0.4,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,3360,28,1,100,100,2,0,False,31.513568878173828,2.0,2.0,1.0,0.4,0.0,0,120,18,118,100,0.008333333333333333
stage1a_single_agent_tiny,1,3480,29,1,100,100,2,0,False,-17.427827835083008,1.0,1.0,0.0,0.4,0.0,0,120,21,-1,-1,0.0
stage1a_single_agent_tiny,1,3600,30,1,100,100,2,0,False,-16.426294326782227,0.0,0.0,0.0,0.44,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,3720,31,1,100,100,2,0,False,-14.677074432373047,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,3840,32,1,100,100,2,0,False,-6.7559380531311035,1.0,1.0,0.0,0.16,0.0,0,120,115,-1,-1,0.0
stage1a_single_agent_tiny,1,3960,33,1,100,100,2,0,False,-13.023733139038086,0.0,0.0,0.0,0.36,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,4080,34,1,100,100,2,0,False,-13.22677993774414,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,4200,35,1,100,100,2,0,False,-5.139097213745117,1.0,1.0,0.0,0.44,0.0,0,120,21,-1,-1,0.0
stage1a_single_agent_tiny,1,4320,36,1,100,100,2,0,False,-3.1673285961151123,2.0,2.0,0.0,0.4,0.0,0,120,16,-1,-1,0.0
stage1a_single_agent_tiny,1,4440,37,1,100,100,2,0,False,-14.67223834991455,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,4560,38,1,100,100,2,0,False,-13.031632423400879,0.0,0.0,0.0,0.36,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,4680,39,1,100,100,2,0,False,-0.5179277658462524,1.0,1.0,0.0,0.36,0.0,0,120,77,-1,-1,0.0
stage1a_single_agent_tiny,1,4800,40,1,100,100,2,0,False,-17.44564437866211,0.0,0.0,0.0,0.4,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,4920,41,1,100,100,2,0,False,-8.39504337310791,1.0,1.0,0.0,0.48,0.0,0,120,95,-1,-1,0.0
stage1a_single_agent_tiny,1,5040,42,1,100,100,2,0,False,1.41593599319458,2.0,2.0,0.0,0.44,0.0,0,120,51,-1,-1,0.0
stage1a_single_agent_tiny,1,5160,43,1,100,100,2,0,False,-0.3091270327568054,2.0,2.0,0.0,0.32,0.0,0,120,25,-1,-1,0.0
stage1a_single_agent_tiny,1,5280,44,1,100,100,2,0,False,-5.118165969848633,1.0,1.0,0.0,0.44,0.0,0,120,80,-1,-1,0.0
stage1a_single_agent_tiny,1,5400,45,1,100,100,2,0,False,-11.336533546447754,1.0,1.0,0.0,0.28,0.0,0,120,22,-1,-1,0.0
stage1a_single_agent_tiny,1,5520,46,1,100,100,2,0,False,-12.85215950012207,0.0,0.0,0.0,0.44,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,5640,47,1,100,100,2,0,False,2.2122673988342285,1.0,1.0,0.0,0.44,0.0,0,120,2,-1,-1,0.0
stage1a_single_agent_tiny,1,5760,48,1,100,100,2,0,False,-13.111024856567383,0.0,0.0,0.0,0.44,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,5880,49,1,100,100,2,0,False,-9.860466957092285,1.0,1.0,0.0,0.28,0.0,0,120,26,-1,-1,0.0
stage1a_single_agent_tiny,1,6000,50,1,100,100,2,0,False,-1.6266462802886963,2.0,2.0,0.0,0.4,0.0,0,120,73,-1,-1,0.0
stage1a_single_agent_tiny,1,6120,51,1,100,100,2,0,False,14.406949996948242,4.0,4.0,0.0,0.44,0.0,0,120,5,-1,-1,0.0
stage1a_single_agent_tiny,1,6240,52,1,100,100,2,0,False,-5.329202651977539,1.0,1.0,0.0,0.36,0.0,0,120,38,-1,-1,0.0
stage1a_single_agent_tiny,1,6360,53,1,100,100,2,0,False,-3.4380197525024414,1.0,1.0,0.0,0.44,0.0,0,120,27,-1,-1,0.0
stage1a_single_agent_tiny,1,6480,54,1,100,100,2,0,False,-13.100929260253906,0.0,0.0,0.0,0.44,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,6600,55,1,100,100,2,0,False,-18.858121871948242,1.0,1.0,0.0,0.28,0.0,0,120,58,-1,-1,0.0
stage1a_single_agent_tiny,1,6720,56,1,100,100,2,0,False,-4.947718620300293,1.0,1.0,0.0,0.52,0.0,0,120,32,-1,-1,0.0
stage1a_single_agent_tiny,1,6840,57,1,100,100,2,0,False,-8.229321479797363,1.0,1.0,0.0,0.24,0.0,0,120,3,-1,-1,0.0
stage1a_single_agent_tiny,1,6960,58,1,100,100,2,0,False,-11.22058391571045,1.0,1.0,0.0,0.48,0.0,0,120,94,-1,-1,0.0
stage1a_single_agent_tiny,1,7080,59,1,100,100,2,0,False,-17.63983154296875,0.0,0.0,0.0,0.44,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,7200,60,1,100,100,2,0,False,24.93512725830078,1.0,1.0,1.0,0.56,0.0,0,120,120,120,0,0.008333333333333333
stage1a_single_agent_tiny,1,7320,61,1,100,100,2,0,False,-15.826739311218262,0.0,0.0,0.0,0.4,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,7440,62,1,100,100,2,0,False,-22.33107566833496,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,7560,63,1,100,100,2,0,False,-6.79659366607666,1.0,1.0,0.0,0.36,0.0,0,120,35,-1,-1,0.0
stage1a_single_agent_tiny,1,7680,64,1,100,100,2,0,False,3.19820499420166,3.0,3.0,0.0,0.36,0.0,0,120,6,-1,-1,0.0
stage1a_single_agent_tiny,1,7800,65,1,100,100,2,0,False,-19.39937400817871,0.0,0.0,0.0,0.2,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,7920,66,1,100,100,2,0,False,-14.638846397399902,0.0,0.0,0.0,0.4,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,8040,67,1,100,100,2,0,False,5.976338863372803,2.0,2.0,0.0,0.4,0.0,0,120,101,-1,-1,0.0
stage1a_single_agent_tiny,1,8160,68,1,100,100,2,0,False,-6.842859745025635,1.0,1.0,0.0,0.32,0.0,0,120,64,-1,-1,0.0
stage1a_single_agent_tiny,1,8280,69,1,100,100,2,0,False,-13.148062705993652,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,8400,70,1,100,100,2,0,False,-14.54582405090332,0.0,0.0,0.0,0.36,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,8520,71,1,100,100,2,0,False,-8.04061222076416,1.0,1.0,0.0,0.28,0.0,0,120,44,-1,-1,0.0
stage1a_single_agent_tiny,1,8640,72,1,100,100,2,0,False,-11.414409637451172,0.0,0.0,0.0,0.2,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,8760,73,1,100,100,2,0,False,-2.766392707824707,0.0,0.0,0.0,0.44,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,8880,74,1,100,100,2,0,False,6.230860710144043,2.0,2.0,0.0,0.48,0.0,0,120,6,-1,-1,0.0
stage1a_single_agent_tiny,1,9000,75,1,100,100,2,0,False,-1.8929378986358643,2.0,2.0,0.0,0.52,0.0,0,120,39,-1,-1,0.0
stage1a_single_agent_tiny,1,9120,76,1,100,100,2,0,False,-16.201324462890625,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,9240,77,1,100,100,2,0,False,19.116365432739258,1.0,1.0,1.0,0.52,0.0,0,120,80,80,0,0.008333333333333333
stage1a_single_agent_tiny,1,9360,78,1,100,100,2,0,False,-5.178056240081787,1.0,1.0,0.0,0.36,0.0,0,120,40,-1,-1,0.0
stage1a_single_agent_tiny,1,9480,79,1,100,100,2,0,False,-5.253555774688721,1.0,1.0,0.0,0.52,0.0,0,120,84,-1,-1,0.0
stage1a_single_agent_tiny,1,9600,80,1,100,100,2,0,False,0.09069252014160156,2.0,2.0,0.0,0.52,0.0,0,120,82,-1,-1,0.0
stage1a_single_agent_tiny,1,9720,81,1,100,100,2,0,False,-12.519730567932129,1.0,1.0,0.0,0.44,0.0,0,120,2,-1,-1,0.0
stage1a_single_agent_tiny,1,9840,82,1,100,100,2,0,False,-16.070566177368164,0.0,0.0,0.0,0.24,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,9960,83,1,100,100,2,0,False,-4.349784851074219,2.0,2.0,0.0,0.4,0.0,0,120,93,-1,-1,0.0
stage1a_single_agent_tiny,1,10080,84,1,100,100,2,0,False,10.560260772705078,3.0,3.0,0.0,0.44,0.0,0,120,2,-1,-1,0.0
stage1a_single_agent_tiny,1,10200,85,1,100,100,2,0,False,-6.993593215942383,0.0,0.0,0.0,0.4,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,10320,86,1,100,100,2,0,False,27.89799690246582,1.0,1.0,1.0,0.36,0.0,0,120,62,62,0,0.008333333333333333
stage1a_single_agent_tiny,1,10440,87,1,100,100,2,0,False,-16.151592254638672,0.0,0.0,0.0,0.4,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,10560,88,1,100,100,2,0,False,-14.681680679321289,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,10680,89,1,100,100,2,0,False,-17.7318172454834,0.0,0.0,0.0,0.44,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,10800,90,1,100,100,2,0,False,1.390316367149353,2.0,2.0,0.0,0.48,0.0,0,120,53,-1,-1,0.0
stage1a_single_agent_tiny,1,10920,91,1,100,100,2,0,False,47.47449493408203,4.0,4.0,1.0,0.4,0.0,0,120,7,48,41,0.008333333333333333
stage1a_single_agent_tiny,1,11040,92,1,100,100,2,0,False,-3.626866340637207,1.0,1.0,0.0,0.4,0.0,0,120,57,-1,-1,0.0
stage1a_single_agent_tiny,1,11160,93,1,100,100,2,0,False,-13.347648620605469,0.0,0.0,0.0,0.36,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,11280,94,1,100,100,2,0,False,-5.038013458251953,1.0,1.0,0.0,0.36,0.0,0,120,59,-1,-1,0.0
stage1a_single_agent_tiny,1,11400,95,1,100,100,2,0,False,-9.93737506866455,0.0,0.0,0.0,0.52,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,11520,96,1,100,100,2,0,False,-16.08999252319336,0.0,0.0,0.0,0.48,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,11640,97,1,100,100,2,0,False,-13.1757230758667,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,11760,98,1,100,100,2,0,False,-8.699302673339844,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,11880,99,1,100,100,2,0,False,36.28615951538086,3.0,3.0,1.0,0.28,0.0,0,120,16,92,76,0.008333333333333333
stage1a_single_agent_tiny,1,12000,100,1,100,100,2,0,False,-0.8122599124908447,1.0,1.0,0.0,0.4,0.0,0,120,111,-1,-1,0.0
stage1a_single_agent_tiny,1,12120,101,1,100,100,2,0,False,-6.815585136413574,1.0,1.0,0.0,0.4,0.0,0,120,118,-1,-1,0.0
stage1a_single_agent_tiny,1,12240,102,1,100,100,2,0,False,-14.658975601196289,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,12360,103,1,100,100,2,0,False,34.39797592163086,2.0,2.0,1.0,0.44,0.0,0,120,4,4,0,0.008333333333333333
stage1a_single_agent_tiny,1,12480,104,1,100,100,2,0,False,-5.134253025054932,1.0,1.0,0.0,0.36,0.0,0,120,39,-1,-1,0.0
stage1a_single_agent_tiny,1,12600,105,1,100,100,2,0,False,8.893865585327148,2.0,2.0,0.0,0.36,0.0,0,120,13,-1,-1,0.0
stage1a_single_agent_tiny,1,12720,106,1,100,100,2,0,False,-17.728853225708008,0.0,0.0,0.0,0.2,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,12840,107,1,100,100,2,0,False,1.0641589164733887,2.0,2.0,0.0,0.28,0.0,0,120,6,-1,-1,0.0
stage1a_single_agent_tiny,1,12960,108,1,100,100,2,0,False,-10.328961372375488,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,13080,109,1,100,100,2,0,False,-3.8037025928497314,1.0,1.0,0.0,0.28,0.0,0,120,43,-1,-1,0.0
stage1a_single_agent_tiny,1,13200,110,1,100,100,2,0,False,-10.373190879821777,0.0,0.0,0.0,0.44,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,13320,111,1,100,100,2,0,False,-4.087524890899658,1.0,1.0,0.0,0.28,0.0,0,120,20,-1,-1,0.0
stage1a_single_agent_tiny,1,13440,112,1,100,100,2,0,False,-7.064281463623047,0.0,0.0,0.0,0.4,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,13560,113,1,100,100,2,0,False,-6.079697608947754,0.0,0.0,0.0,0.08,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,13680,114,1,100,100,2,0,False,-1.2617164850234985,0.0,0.0,0.0,0.12,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,13800,115,1,100,100,2,0,False,-2.3448586463928223,1.0,1.0,0.0,0.2,0.0,0,120,7,-1,-1,0.0
stage1a_single_agent_tiny,1,13920,116,1,100,100,2,0,False,8.615581512451172,2.0,2.0,0.0,0.2,0.0,0,120,5,-1,-1,0.0
stage1a_single_agent_tiny,1,14040,117,1,100,100,2,0,False,-3.0626349449157715,0.0,0.0,0.0,0.24,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,14160,118,1,100,100,2,0,False,3.5460104942321777,1.0,1.0,0.0,0.12,0.0,0,120,3,-1,-1,0.0
stage1a_single_agent_tiny,1,14280,119,1,100,100,2,0,False,-8.939884185791016,0.0,0.0,0.0,0.2,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,14400,120,1,100,100,2,0,False,0.8636290431022644,1.0,1.0,0.0,0.24,0.0,0,120,24,-1,-1,0.0
stage1a_single_agent_tiny,1,14520,121,1,100,100,2,0,False,-2.6340343952178955,0.0,0.0,0.0,0.2,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,14640,122,1,100,100,2,0,False,-5.67206335067749,0.0,0.0,0.0,0.2,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,14760,123,1,100,100,2,0,False,-2.5092790126800537,0.0,0.0,0.0,0.32,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,14880,124,1,100,100,2,0,False,-10.610030174255371,0.0,0.0,0.0,0.24,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,15000,125,1,100,100,2,0,False,-10.42270278930664,0.0,0.0,0.0,0.16,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,15120,126,1,100,100,2,0,False,-7.211010932922363,0.0,0.0,0.0,0.2,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,15240,127,1,100,100,2,0,False,-2.9397904872894287,0.0,0.0,0.0,0.16,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,15360,128,1,100,100,2,0,False,-1.2786939144134521,0.0,0.0,0.0,0.12,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,15480,129,1,100,100,2,0,False,-1.1043034791946411,0.0,0.0,0.0,0.12,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,15600,130,1,100,100,2,0,False,-4.1439409255981445,0.0,0.0,0.0,0.16,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,15720,131,1,100,100,2,0,False,-1.0098906755447388,0.0,0.0,0.0,0.08,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,15840,132,1,100,100,2,0,False,3.851025342941284,1.0,1.0,0.0,0.16,0.0,0,120,4,-1,-1,0.0
stage1a_single_agent_tiny,1,15960,133,1,100,100,2,0,False,-4.335099697113037,0.0,0.0,0.0,0.08,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,16080,134,1,100,100,2,0,False,-1.351312279701233,0.0,0.0,0.0,0.12,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,16200,135,1,100,100,2,0,False,-2.6686012744903564,0.0,0.0,0.0,0.08,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,16320,136,1,100,100,2,0,False,-2.6043436527252197,0.0,0.0,0.0,0.16,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,16440,137,1,100,100,2,0,False,-1.0873326063156128,0.0,0.0,0.0,0.16,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,16560,138,1,100,100,2,0,False,7.002762794494629,1.0,1.0,0.0,0.12,0.0,0,120,73,-1,-1,0.0
stage1a_single_agent_tiny,1,16680,139,1,100,100,2,0,False,7.012091159820557,1.0,1.0,0.0,0.12,0.0,0,120,5,-1,-1,0.0
stage1a_single_agent_tiny,1,16800,140,1,100,100,2,0,False,-1.3099991083145142,0.0,0.0,0.0,0.04,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,16920,141,1,100,100,2,0,False,-4.173533916473389,0.0,0.0,0.0,0.12,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,17040,142,1,100,100,2,0,False,-1.0135340690612793,0.0,0.0,0.0,0.16,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,17160,143,1,100,100,2,0,False,5.522640705108643,1.0,1.0,0.0,0.16,0.0,0,120,59,-1,-1,0.0
