stage,stage_index,stage_attempt,global_step,episode,n_agents,width,height,n_targets,n_obstacles,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,exploration_coverage,pheromone_usage,pheromone_deposit_events,food_source_respawns,food_units_remaining,episode_length,first_pickup_step,first_delivery_step,pickup_to_delivery_latency,delivery_conversion,carrying_stall_events,carrying_stall_fraction,carrying_low_progress_fraction,carrying_low_displacement_fraction,carrying_penalty_total,swarm_efficiency
stage1a_single_agent_miniscule,1,1,120,1,1,50,50,1,0,-3.409010171890259,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,162,2,1,50,50,1,0,190.30020141601562,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,42,39,39,0,1.0,0,0.0,0.0,0.0,0.0,0.09523809523809523
stage1a_single_agent_miniscule,1,1,238,3,1,50,50,1,0,188.48831176757812,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,76,54,54,0,1.0,0,0.0,0.0,0.0,0.0,0.05263157894736842
stage1a_single_agent_miniscule,1,1,303,4,1,50,50,1,0,190.3800048828125,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,65,62,62,0,1.0,0,0.0,0.0,0.0,0.0,0.06153846153846154
stage1a_single_agent_miniscule,1,1,307,5,1,50,50,1,0,191.46200561523438,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,4,1,1,0,1.0,0,0.0,0.0,0.0,0.0,1.0
stage1a_single_agent_miniscule,1,1,349,6,1,50,50,1,0,190.06204223632812,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,42,39,39,0,1.0,0,0.0,0.0,0.0,0.0,0.09523809523809523
stage1a_single_agent_miniscule,1,1,469,7,1,50,50,1,0,-4.1543474197387695,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,589,8,1,50,50,1,0,-3.698578357696533,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,655,9,1,50,50,1,0,189.7900390625,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,66,60,60,0,1.0,0,0.0,0.0,0.0,0.0,0.06060606060606061
stage1a_single_agent_miniscule,1,1,775,10,1,50,50,1,0,-3.4890949726104736,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,895,11,1,50,50,1,0,-4.425203323364258,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,973,12,1,50,50,1,0,190.18399047851562,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,78,48,48,0,1.0,0,0.0,0.0,0.0,0.0,0.05128205128205128
stage1a_single_agent_miniscule,1,1,1093,13,1,50,50,1,0,-3.354238986968994,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,1175,14,1,50,50,1,0,189.47454833984375,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,82,25,25,0,1.0,0,0.0,0.0,0.0,0.0,0.04878048780487805
stage1a_single_agent_miniscule,1,1,1188,15,1,50,50,1,0,191.65615844726562,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,13,10,10,0,1.0,0,0.0,0.0,0.0,0.0,0.3076923076923077
stage1a_single_agent_miniscule,1,1,1308,16,1,50,50,1,0,-3.450460910797119,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,1428,17,1,50,50,1,0,-2.4862115383148193,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,1498,18,1,50,50,1,0,190.36572265625,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,70,65,65,0,1.0,0,0.0,0.0,0.0,0.0,0.05714285714285714
stage1a_single_agent_miniscule,1,1,1618,19,1,50,50,1,0,-2.9809417724609375,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,1704,20,1,50,50,1,0,189.42587280273438,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,86,83,83,0,1.0,0,0.0,0.0,0.0,0.0,0.046511627906976744
stage1a_single_agent_miniscule,1,1,1824,21,1,50,50,1,0,-4.522516250610352,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,1944,22,1,50,50,1,0,-3.4268953800201416,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,2064,23,1,50,50,1,0,93.40892028808594,2.0,2.0,2.0,0.4444444444444444,0.0,0,0,2,120,95,95,0,1.0,0,0.0,0.0,0.0,0.0,0.016666666666666666
stage1a_single_agent_miniscule,1,1,2126,24,1,50,50,1,0,190.31658935546875,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,62,58,58,0,1.0,0,0.0,0.016129032258064516,0.0,-0.04,0.06451612903225806
stage1a_single_agent_miniscule,1,1,2170,25,1,50,50,1,0,190.88400268554688,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,44,41,41,0,1.0,0,0.0,0.0,0.0,0.0,0.09090909090909091
stage1a_single_agent_miniscule,1,1,2290,26,1,50,50,1,0,-2.550309181213379,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,2410,27,1,50,50,1,0,-2.94403338432312,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,2491,28,1,50,50,1,0,189.77609252929688,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,81,78,78,0,1.0,0,0.0,0.0,0.0,0.0,0.04938271604938271
stage1a_single_agent_miniscule,1,1,2611,29,1,50,50,1,0,-4.32090950012207,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,2697,30,1,50,50,1,0,189.34249877929688,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,86,83,83,0,1.0,0,0.0,0.0,0.0,0.0,0.046511627906976744
stage1a_single_agent_miniscule,1,1,2739,31,1,50,50,1,0,190.07598876953125,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,42,39,39,0,1.0,0,0.0,0.0,0.0,0.0,0.09523809523809523
stage1a_single_agent_miniscule,1,1,2859,32,1,50,50,1,0,44.61920166015625,1.0,1.0,1.0,0.4444444444444444,0.0,0,0,3,120,110,110,0,1.0,0,0.0,0.0,0.0,0.0,0.008333333333333333
stage1a_single_agent_miniscule,1,1,2921,33,1,50,50,1,0,190.38372802734375,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,62,59,59,0,1.0,0,0.0,0.0,0.0,0.0,0.06451612903225806
stage1a_single_agent_miniscule,1,1,3041,34,1,50,50,1,0,-3.7270116806030273,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,3074,35,1,50,50,1,0,190.69732666015625,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,33,30,30,0,1.0,0,0.0,0.0,0.0,0.0,0.12121212121212122
stage1a_single_agent_miniscule,1,1,3147,36,1,50,50,1,0,189.20401000976562,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,73,68,68,0,1.0,0,0.0,0.0,0.0,0.0,0.0547945205479452
stage1a_single_agent_miniscule,1,2,3256,37,1,50,50,1,0,189.75437927246094,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,56,53,53,0,1.0,0,0.0,0.0,0.0,0.0,0.07142857142857142
